Time stamp,System power generated | (kW),Weather file ambient temperature | (C),AC inverter output power | (W),AC inverter output power before system availability | (W),Angle of incidence | (degrees),Albedo,Calculated self-shading factor for beam radiation,Calculated self-shading factor for ground-reflected diffuse radiation,Calculated self-shading factor for sky diffuse radiation,DC inverter input power | (W),DC power loss due to snow | (%),External shading factor for beam radiation,Inverter efficiency | (%),Module temperature | (C),Soiling factor,Plane of array irradiance | (W/m2),System power before grid curtailment | (kW),Sun up over horizon | (0/1),System power before grid interconnect | (kW),Transmitted plane of array irradiance | (W/m2),Weather file beam irradiance | (W/m2),Weather file diffuse irradiance | (W/m2),Weather file global horizontal irradiance | (W/m2),Weather file snow depth | (cm),Weather file wind speed | (m/s)
"Aug 2, 02:00 am",0,18.9,0,0,0,0.21,1,1,1,0,0,1,0,18.9,0,0,0,0,0,0,0,0,0,nan,1.8
"Aug 2, 03:00 am",0,18.5,0,0,0,0.21,1,1,1,0,0,1,0,18.5,0,0,0,0,0,0,0,0,0,nan,1.8
"Aug 2, 04:00 am",0,18.3,0,0,0,0.21,1,1,1,0,0,1,0,18.3,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 2, 05:00 am",0.00514503,19.5,5.14503,5.14503,93.3391,0.21,1,1,1,9.12711,0,1,56.3708,19.9362,0,19.0518,0.00514503,1,0,0,190,24,35,nan,2.2
"Aug 2, 06:00 am",0.102124,22.4,102.124,102.124,79.8193,0.21,1,1,1,109.668,0,1,93.1205,26.3281,0,162.533,0.102124,1,0,130.174,577,63,210,nan,2.5
"Aug 2, 07:00 am",0.302938,25.9,302.938,302.938,65.9282,0.21,1,1,1,317.86,0,1,95.3056,35.6515,0,395.577,0.302938,1,0,380.338,751,84,420,nan,2.7
"Aug 2, 08:00 am",0.480372,29.4,480.372,480.372,51.8561,0.21,1,1,1,501.811,0,1,95.7275,44.755,0,630.386,0.480372,1,0,626.401,848,96,624,nan,2.8
"Aug 2, 09:00 am",0.60379,32.9,603.79,603.79,37.6714,0.21,1,1,1,629.763,0,1,95.8756,52.6002,0,824.917,0.60379,1,0,819.999,878,118,792,nan,2.9
"Aug 2, 10:00 am",0.684106,36.1,684.106,684.106,23.4162,0.21,1,1,1,713.03,0,1,95.9435,58.3375,0,964.655,0.684106,1,0,958.846,882,142,911,nan,3.1
"Aug 2, 11:00 am",0.73292,38.3,732.92,732.92,9.12178,0.21,1,1,1,763.637,0,1,95.9775,61.7851,0,1053.27,0.73292,1,0,1047.32,910,141,988,nan,3.3
"Aug 2, 12:00 pm",0.740927,39.7,740.927,740.927,5.19467,0.21,1,1,1,771.938,0,1,95.9826,62.817,0,1069.99,0.740927,1,0,1064.3,930,130,1002,nan,3.5
"Aug 2, 01:00 pm",0.708432,40.4,708.432,708.432,19.4959,0.21,1,1,1,738.25,0,1,95.961,61.6738,0,1014.56,0.708432,1,0,1009.36,940,115,954,nan,3.7
"Aug 2, 02:00 pm",0.627764,40.4,627.764,627.764,33.7681,0.21,1,1,1,654.618,0,1,95.8977,58.0675,0,879.431,0.627764,1,0,874.773,918,104,839,nan,4
"Aug 2, 03:00 pm",0.507544,40.2,507.544,507.544,47.9815,0.21,1,1,1,529.982,0,1,95.7663,53.7602,0,692.918,0.507544,1,0,688.861,878,95,679,nan,4.2
"Aug 2, 04:00 pm",0.348054,38.1,348.053,348.053,62.0979,0.21,1,1,1,364.633,0,1,95.4532,47.0906,0,465.932,0.348054,1,0,457.381,810,80,483,nan,4.3
"Aug 2, 05:00 pm",0.147181,35.1,147.181,147.181,76.0598,0.21,1,1,1,156.38,0,1,94.117,39.6719,0,225.652,0.147181,1,0,193.141,676,63,271,nan,3.7
"Aug 2, 06:00 pm",0.0146196,31,14.6196,14.6196,89.744,0.21,1,1,1,18.9497,0,1,77.1494,31.6767,0,28.8061,0.0146196,1,0,0,382,34,77,nan,2.8
"Aug 2, 07:00 pm",0,27.9,0,0,0,0.21,1,1,1,0,0,1,0,27.9,0,0,0,0,0,0,0,0,0,nan,2.6
"Aug 2, 08:00 pm",0,26,0,0,0,0.21,1,1,1,0,0,1,0,26,0,0,0,0,0,0,0,0,0,nan,2.6
"Aug 2, 09:00 pm",0,24.3,0,0,0,0.21,1,1,1,0,0,1,0,24.3,0,0,0,0,0,0,0,0,0,nan,2.4
"Aug 2, 10:00 pm",0,23.1,0,0,0,0.21,1,1,1,0,0,1,0,23.1,0,0,0,0,0,0,0,0,0,nan,2.4
"Aug 2, 11:00 pm",0,22,0,0,0,0.21,1,1,1,0,0,1,0,22,0,0,0,0,0,0,0,0,0,nan,2.5
"Aug 3, 12:00 am",0,20.8,0,0,0,0.21,1,1,1,0,0,1,0,20.8,0,0,0,0,0,0,0,0,0,nan,2.4
"Aug 3, 01:00 am",0,19.8,0,0,0,0.21,1,1,1,0,0,1,0,19.8,0,0,0,0,0,0,0,0,0,nan,2.1
"Aug 3, 02:00 am",0,19.1,0,0,0,0.21,1,1,1,0,0,1,0,19.1,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 3, 03:00 am",0,18.8,0,0,0,0.21,1,1,1,0,0,1,0,18.8,0,0,0,0,0,0,0,0,0,nan,1.8
"Aug 3, 04:00 am",0,18.7,0,0,0,0.21,1,1,1,0,0,1,0,18.7,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 3, 05:00 am",0.00466447,20,4.66447,4.66447,93.4017,0.21,1,1,1,8.6289,0,1,54.0564,20.4227,0,18.1039,0.00466447,1,0,0,218,22,35,nan,2.1
"Aug 3, 06:00 am",0.100344,23,100.344,100.344,79.8677,0.21,1,1,1,107.823,0,1,93.0634,27.1393,0,162.609,0.100344,1,0,128.511,612,57,212,nan,2.2
"Aug 3, 07:00 am",0.302232,26.6,302.232,302.232,65.9609,0.21,1,1,1,317.128,0,1,95.3029,37.3514,0,397.523,0.302232,1,0,382.012,776,76,422,nan,2.2
"Aug 3, 08:00 am",0.476173,30,476.173,476.173,51.8751,0.21,1,1,1,497.458,0,1,95.7211,46.8114,0,629.99,0.476173,1,0,626.218,861,89,623,nan,2.3
"Aug 3, 09:00 am",0.601397,33.1,601.397,601.397,37.6781,0.21,1,1,1,627.283,0,1,95.8733,54.3109,0,827.219,0.601397,1,0,822.688,900,103,792,nan,2.5
"Aug 3, 10:00 am",0.686022,35.8,686.022,686.022,23.4115,0.21,1,1,1,715.016,0,1,95.9449,58.9094,0,969.083,0.686022,1,0,963.916,914,117,913,nan,2.9
"Aug 3, 11:00 am",0.73078,38.1,730.78,730.78,9.10543,0.21,1,1,1,761.418,0,1,95.9761,61.8987,0,1050.06,0.73078,1,0,1044.67,928,120,982,nan,3.2
"Aug 3, 12:00 pm",0.734006,39.6,734.006,734.006,5.21683,0.21,1,1,1,764.763,0,1,95.9782,62.066,0,1055.92,0.734006,1,0,1050.52,926,120,987,nan,3.6
"Aug 3, 01:00 pm",0.698551,40.2,698.551,698.551,19.5306,0.21,1,1,1,728.006,0,1,95.954,59.8193,0,992.034,0.698551,1,0,986.773,912,119,932,nan,4.1
"Aug 3, 02:00 pm",0.618977,40,618.977,618.977,33.8141,0.21,1,1,1,645.508,0,1,95.8898,56.1135,0,859.911,0.618977,1,0,855.057,884,113,819,nan,4.5
"Aug 3, 03:00 pm",0.496846,39.7,496.846,496.846,48.0392,0.21,1,1,1,518.891,0,1,95.7515,52.0204,0,673.713,0.496846,1,0,669.419,834,104,657,nan,4.7
"Aug 3, 04:00 pm",0.337735,37,337.735,337.735,62.1685,0.21,1,1,1,353.935,0,1,95.4229,44.7912,0,448.441,0.337735,1,0,439.925,753,90,463,nan,5.1
"Aug 3, 05:00 pm",0.141591,33.9,141.591,141.591,76.1448,0.21,1,1,1,150.586,0,1,94.027,37.586,0,214.383,0.141591,1,0,184.629,609,69,255,nan,4.9
"Aug 3, 06:00 pm",0.0159528,30,15.9528,15.9528,89.8438,0.21,1,1,1,20.3319,0,1,78.4619,30.5693,0,29.9226,0.0159528,1,0,0,309,36,69,nan,4.2
"Aug 3, 07:00 pm",0,26.8,0,0,0,0.21,1,1,1,0,0,1,0,26.8,0,0,0,0,0,0,0,0,0,nan,3.5
"Aug 3, 08:00 pm",0,24.7,0,0,0,0.21,1,1,1,0,0,1,0,24.7,0,0,0,0,0,0,0,0,0,nan,3.2
"Aug 3, 09:00 pm",0,23.1,0,0,0,0.21,1,1,1,0,0,1,0,23.1,0,0,0,0,0,0,0,0,0,nan,2.9
"Aug 3, 10:00 pm",0,21.8,0,0,0,0.21,1,1,1,0,0,1,0,21.8,0,0,0,0,0,0,0,0,0,nan,2.6
"Aug 3, 11:00 pm",0,20.8,0,0,0,0.21,1,1,1,0,0,1,0,20.8,0,0,0,0,0,0,0,0,0,nan,2.4
"Aug 4, 12:00 am",0,20.1,0,0,0,0.21,1,1,1,0,0,1,0,20.1,0,0,0,0,0,0,0,0,0,nan,2.3
"Aug 4, 01:00 am",0,19.5,0,0,0,0.21,1,1,1,0,0,1,0,19.5,0,0,0,0,0,0,0,0,0,nan,2.3
"Aug 4, 02:00 am",0,18.8,0,0,0,0.21,1,1,1,0,0,1,0,18.8,0,0,0,0,0,0,0,0,0,nan,2.2
"Aug 4, 03:00 am",0,18,0,0,0,0.21,1,1,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,nan,2
"Aug 4, 04:00 am",0,17.7,0,0,0,0.21,1,1,1,0,0,1,0,17.7,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 4, 05:00 am",0.00429437,18.7,4.29437,4.29437,93.4618,0.21,1,1,1,8.24521,0,1,52.0833,19.0944,0,17.2251,0.00429437,1,0,0,194,21,32,nan,2.2
"Aug 4, 06:00 am",0.097929,21.2,97.929,97.929,79.9145,0.21,1,1,1,105.32,0,1,92.9827,25.0565,0,157.25,0.097929,1,0,124.609,584,57,203,nan,2.4
"Aug 4, 07:00 am",0.2975,24.1,297.5,297.5,65.9923,0.21,1,1,1,312.222,0,1,95.2848,34.5724,0,387.21,0.2975,1,0,372.042,754,75,410,nan,2.2
"Aug 4, 08:00 am",0.4718,27.2,471.8,471.8,51.8932,0.21,1,1,1,492.925,0,1,95.7144,44.3432,0,617.887,0.4718,1,0,614.193,845,87,610,nan,2.1
"Aug 4, 09:00 am",0.59841,30.3,598.41,598.41,37.6844,0.21,1,1,1,624.186,0,1,95.8705,52.9407,0,817.99,0.59841,1,0,813.718,900,94,782,nan,2.1
"Aug 4, 10:00 am",0.684527,33.2,684.527,684.527,23.4074,0.21,1,1,1,713.467,0,1,95.9438,58.8843,0,966.262,0.684527,1,0,961.605,932,98,908,nan,2.3
"Aug 4, 11:00 am",0.728077,35.7,728.077,728.077,9.09449,0.21,1,1,1,758.616,0,1,95.9743,62.5233,0,1048.43,0.728077,1,0,1043.6,948,99,978,nan,2.5
"Aug 4, 12:00 pm",0.73501,37.3,735.01,735.01,5.25505,0.21,1,1,1,765.804,0,1,95.9788,63.0321,0,1061.31,0.73501,1,0,1056.51,955,97,989,nan,2.8
"Aug 4, 01:00 pm",0.702697,38,702.697,702.697,19.5716,0.21,1,1,1,732.304,0,1,95.957,60.303,0,999.392,0.702697,1,0,994.754,946,95,936,nan,3.3
"Aug 4, 02:00 pm",0.626307,37.8,626.307,626.307,33.8648,0.21,1,1,1,653.107,0,1,95.8964,55.4751,0,866.993,0.626307,1,0,862.706,920,91,824,nan,3.9
"Aug 4, 03:00 pm",0.504036,37.5,504.036,504.036,48.1011,0.21,1,1,1,526.345,0,1,95.7615,50.7921,0,679.098,0.504036,1,0,675.36,876,84,663,nan,4.2
"Aug 4, 04:00 pm",0.344616,34.7,344.616,344.616,62.2429,0.21,1,1,1,361.069,0,1,95.4433,43.1121,0,454.04,0.344616,1,0,445.45,799,75,468,nan,4.6
"Aug 4, 05:00 pm",0.143965,31.5,143.965,143.965,76.2335,0.21,1,1,1,153.047,0,1,94.066,35.3818,0,217.771,0.143965,1,0,185.838,658,60,259,nan,4.6
"Aug 4, 06:00 pm",0.0139637,27.5,13.9637,13.9637,89.947,0.21,1,1,1,18.2698,0,1,76.4308,27.992,0,26.5285,0.0139637,1,0,0,354,33,70,nan,4.4
"Aug 4, 07:00 pm",0,24.3,0,0,0,0.21,1,1,1,0,0,1,0,24.3,0,0,0,0,0,0,0,0,0,nan,4.2
"Aug 4, 08:00 pm",0,22.4,0,0,0,0.21,1,1,1,0,0,1,0,22.4,0,0,0,0,0,0,0,0,0,nan,3.9
"Aug 4, 09:00 pm",0,21.2,0,0,0,0.21,1,1,1,0,0,1,0,21.2,0,0,0,0,0,0,0,0,0,nan,3.5
"Aug 4, 10:00 pm",0,20.3,0,0,0,0.21,1,1,1,0,0,1,0,20.3,0,0,0,0,0,0,0,0,0,nan,3.2
"Aug 4, 11:00 pm",0,19.5,0,0,0,0.21,1,1,1,0,0,1,0,19.5,0,0,0,0,0,0,0,0,0,nan,2.9
"Aug 5, 12:00 am",0,18.8,0,0,0,0.21,1,1,1,0,0,1,0,18.8,0,0,0,0,0,0,0,0,0,nan,2.6
"Aug 5, 01:00 am",0,18.2,0,0,0,0.21,1,1,1,0,0,1,0,18.2,0,0,0,0,0,0,0,0,0,nan,2.3
"Aug 5, 02:00 am",0,17.7,0,0,0,0.21,1,1,1,0,0,1,0,17.7,0,0,0,0,0,0,0,0,0,nan,2.1
"Aug 5, 03:00 am",0,17.2,0,0,0,0.21,1,1,1,0,0,1,0,17.2,0,0,0,0,0,0,0,0,0,nan,2
"Aug 5, 04:00 am",0,17,0,0,0,0.21,1,1,1,0,0,1,0,17,0,0,0,0,0,0,0,0,0,nan,2.1
"Aug 5, 05:00 am",0.00389905,18.1,3.89905,3.89905,93.5214,0.21,1,1,1,7.83536,0,1,49.7622,18.4475,0,16.3599,0.00389905,1,0,0,206,20,31,nan,2.6
"Aug 5, 06:00 am",0.0971381,20.2,97.1381,97.1381,79.9606,0.21,1,1,1,104.5,0,1,92.9555,23.637,0,156.285,0.0971381,1,0,122.998,597,54,202,nan,3
"Aug 5, 07:00 am",0.300303,22.6,300.303,300.303,66.0229,0.21,1,1,1,315.128,0,1,95.2956,31.8019,0,386.581,0.300303,1,0,371.309,763,71,408,nan,2.9
"Aug 5, 08:00 am",0.478968,25,478.968,478.968,51.9105,0.21,1,1,1,500.356,0,1,95.7254,40.0078,0,615.966,0.478968,1,0,612.435,852,81,607,nan,2.8
"Aug 5, 09:00 am",0.608378,27.5,608.378,608.378,37.6904,0.21,1,1,1,634.52,0,1,95.88,46.862,0,810.544,0.608378,1,0,806.233,888,96,773,nan,2.9
"Aug 5, 10:00 am",0.695803,29.7,695.803,695.803,23.4043,0.21,1,1,1,725.157,0,1,95.9521,51.6576,0,952.244,0.695803,1,0,947.242,901,112,894,nan,3.1
"Aug 5, 11:00 am",0.744112,31.7,744.112,744.112,9.08942,0.21,1,1,1,775.241,0,1,95.9847,54.4052,0,1034.38,0.744112,1,0,1029.1,915,117,964,nan,3.4
"Aug 5, 12:00 pm",0.751389,33.1,751.389,751.389,5.30966,0.21,1,1,1,782.784,0,1,95.9892,55.0609,0,1047.86,0.751389,1,0,1042.66,925,113,976,nan,3.7
"Aug 5, 01:00 pm",0.715862,33.6,715.862,715.862,19.6188,0.21,1,1,1,745.953,0,1,95.9661,53.122,0,986.97,0.715862,1,0,982.063,921,106,924,nan,4.1
"Aug 5, 02:00 pm",0.635303,33.2,635.303,635.303,33.9201,0.21,1,1,1,662.435,0,1,95.9043,49.2551,0,856.672,0.635303,1,0,852.061,892,104,812,nan,4.5
"Aug 5, 03:00 pm",0.509145,32.8,509.145,509.145,48.167,0.21,1,1,1,531.642,0,1,95.7684,45.0534,0,669.931,0.509145,1,0,665.898,845,96,652,nan,4.7
"Aug 5, 04:00 pm",0.345568,29.8,345.568,345.568,62.321,0.21,1,1,1,362.056,0,1,95.4461,37.6368,0,445.472,0.345568,1,0,436.78,763,84,458,nan,5
"Aug 5, 05:00 pm",0.143542,26.7,143.542,143.542,76.3255,0.21,1,1,1,152.608,0,1,94.0592,30.2914,0,211.899,0.143542,1,0,181.531,618,66,251,nan,5
"Aug 5, 06:00 pm",0.0142142,23.4,14.2142,14.2142,90.0526,0.21,1,1,1,18.5294,0,1,76.7114,23.8691,0,26.3035,0.0142142,1,0,0,309,33,65,nan,4.7
"Aug 5, 07:00 pm",0,20.8,0,0,0,0.21,1,1,1,0,0,1,0,20.8,0,0,0,0,0,0,0,0,0,nan,4.2
"Aug 5, 08:00 pm",0,19.2,0,0,0,0.21,1,1,1,0,0,1,0,19.2,0,0,0,0,0,0,0,0,0,nan,3.7
"Aug 5, 09:00 pm",0,18.3,0,0,0,0.21,1,1,1,0,0,1,0,18.3,0,0,0,0,0,0,0,0,0,nan,3.3
"Aug 5, 10:00 pm",0,17.5,0,0,0,0.21,1,1,1,0,0,1,0,17.5,0,0,0,0,0,0,0,0,0,nan,2.9
"Aug 5, 11:00 pm",0,16.8,0,0,0,0.21,1,1,1,0,0,1,0,16.8,0,0,0,0,0,0,0,0,0,nan,2.5
"Aug 6, 12:00 am",0,16.3,0,0,0,0.21,1,1,1,0,0,1,0,16.3,0,0,0,0,0,0,0,0,0,nan,2.2
"Aug 6, 01:00 am",0,15.8,0,0,0,0.21,1,1,1,0,0,1,0,15.8,0,0,0,0,0,0,0,0,0,nan,1.8
"Aug 6, 02:00 am",0,15.3,0,0,0,0.21,1,1,1,0,0,1,0,15.3,0,0,0,0,0,0,0,0,0,nan,1.5
"Aug 6, 03:00 am",0,14.9,0,0,0,0.21,1,1,1,0,0,1,0,14.9,0,0,0,0,0,0,0,0,0,nan,1.3
"Aug 6, 04:00 am",0,14.9,0,0,0,0.21,1,1,1,0,0,1,0,14.9,0,0,0,0,0,0,0,0,0,nan,1.2
"Aug 6, 05:00 am",0.00454635,16.3,4.54635,4.54635,93.5788,0.21,1,1,1,8.50644,0,1,53.446,16.745,0,17.5445,0.00454635,1,0,0,177,21,30,nan,1.7
"Aug 6, 06:00 am",0.0984113,18.7,98.4113,98.4113,80.0056,0.21,1,1,1,105.82,0,1,92.9991,22.7608,0,156.15,0.0984113,1,0,124.086,571,59,200,nan,2.1
"Aug 6, 07:00 am",0.300634,21,300.634,300.634,66.0526,0.21,1,1,1,315.471,0,1,95.2969,31.8913,0,387.027,0.300634,1,0,371.784,745,79,407,nan,2
"Aug 6, 08:00 am",0.478279,23.4,478.279,478.279,51.9273,0.21,1,1,1,499.642,0,1,95.7243,41.2679,0,618.454,0.478279,1,0,614.6,836,92,606,nan,1.9
"Aug 6, 09:00 am",0.606051,25.8,606.051,606.051,37.6963,0.21,1,1,1,632.108,0,1,95.8778,49.8604,0,817.513,0.606051,1,0,813.216,898,95,778,nan,1.8
"Aug 6, 10:00 am",0.695297,28.1,695.297,695.297,23.4022,0.21,1,1,1,724.633,0,1,95.9517,55.985,0,968.921,0.695297,1,0,964.34,938,95,907,nan,1.9
"Aug 6, 11:00 am",0.741037,30.2,741.037,741.037,9.0907,0.21,1,1,1,772.053,0,1,95.9827,59.2384,0,1051.5,0.741037,1,0,1046.75,954,96,978,nan,2.1
"Aug 6, 12:00 pm",0.745355,31.9,745.355,745.355,5.38091,0.21,1,1,1,776.53,0,1,95.9854,59.5125,0,1059.5,0.745355,1,0,1054.6,949,101,984,nan,2.4
"Aug 6, 01:00 pm",0.707999,33.1,707.999,707.999,19.6725,0.21,1,1,1,737.801,0,1,95.9607,57.1979,0,993.338,0.707999,1,0,988.445,929,105,928,nan,2.8
"Aug 6, 02:00 pm",0.627976,33.6,627.977,627.977,33.9804,0.21,1,1,1,654.839,0,1,95.8979,53.4988,0,861.934,0.627976,1,0,857.445,905,99,816,nan,3.1
"Aug 6, 03:00 pm",0.505546,33.6,505.546,505.546,48.2373,0.21,1,1,1,527.91,0,1,95.7636,48.7218,0,675.21,0.505546,1,0,671.271,860,92,656,nan,3.3
"Aug 6, 04:00 pm",0.343076,32.3,343.076,343.076,62.4036,0.21,1,1,1,359.472,0,1,95.4388,41.6161,0,449.555,0.343076,1,0,440.648,778,82,461,nan,3.8
"Aug 6, 05:00 pm",0.140356,30.1,140.356,140.356,76.4225,0.21,1,1,1,149.305,0,1,94.0061,34.5214,0,211.85,0.140356,1,0,180.829,630,64,251,nan,3.5
"Aug 6, 06:00 pm",0.0131772,26.9,13.1772,13.1772,90.1652,0.21,1,1,1,17.4543,0,1,75.4952,27.4741,0,25.5345,0.0131772,1,0,0,309,32,63,nan,3.1
"Aug 6, 07:00 pm",0,24.3,0,0,0,0.21,1,1,1,0,0,1,0,24.3,0,0,0,0,0,0,0,0,0,nan,3
"Aug 6, 08:00 pm",0,22.5,0,0,0,0.21,1,1,1,0,0,1,0,22.5,0,0,0,0,0,0,0,0,0,nan,3
"Aug 6, 09:00 pm",0,20.9,0,0,0,0.21,1,1,1,0,0,1,0,20.9,0,0,0,0,0,0,0,0,0,nan,2.8
"Aug 6, 10:00 pm",0,19.8,0,0,0,0.21,1,1,1,0,0,1,0,19.8,0,0,0,0,0,0,0,0,0,nan,2.7
"Aug 6, 11:00 pm",0,19,0,0,0,0.21,1,1,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,nan,2.7
"Aug 7, 12:00 am",0,18.2,0,0,0,0.21,1,1,1,0,0,1,0,18.2,0,0,0,0,0,0,0,0,0,nan,2.5
"Aug 7, 01:00 am",0,17.7,0,0,0,0.21,1,1,1,0,0,1,0,17.7,0,0,0,0,0,0,0,0,0,nan,2.2
"Aug 7, 02:00 am",0,17.3,0,0,0,0.21,1,1,1,0,0,1,0,17.3,0,0,0,0,0,0,0,0,0,nan,2
"Aug 7, 03:00 am",0,16.9,0,0,0,0.21,1,1,1,0,0,1,0,16.9,0,0,0,0,0,0,0,0,0,nan,1.8
"Aug 7, 04:00 am",0,16.8,0,0,0,0.21,1,1,1,0,0,1,0,16.8,0,0,0,0,0,0,0,0,0,nan,1.8
"Aug 7, 05:00 am",0.00368911,18.1,3.68911,3.68911,93.6373,0.21,1,1,1,7.6177,0,1,48.428,18.4646,0,15.9217,0.00368911,1,0,0,144,20,27,nan,2.2
"Aug 7, 06:00 am",0.0944312,20.7,94.4312,94.4312,80.0503,0.21,1,1,1,101.693,0,1,92.8588,24.3117,0,149.19,0.0944312,1,0,120.195,511,63,188,nan,2.5
"Aug 7, 07:00 am",0.286995,23.5,286.995,286.995,66.0819,0.21,1,1,1,301.331,0,1,95.2424,33.1791,0,371.741,0.286995,1,0,357.236,683,90,389,nan,2.4
"Aug 7, 08:00 am",0.458979,26.3,458.979,458.979,51.9437,0.21,1,1,1,479.633,0,1,95.6938,42.8948,0,598.237,0.458979,1,0,594.004,777,108,585,nan,2.1
"Aug 7, 09:00 am",0.582316,28.9,582.316,582.316,37.7023,0.21,1,1,1,607.501,0,1,95.8544,51.7383,0,792.559,0.582316,1,0,787.57,830,120,750,nan,1.9
"Aug 7, 10:00 am",0.660891,31.4,660.891,660.891,23.4014,0.21,1,1,1,688.963,0,1,95.9256,58.8091,0,932.967,0.660891,1,0,927.557,861,129,873,nan,1.8
"Aug 7, 11:00 am",0.700628,33.5,700.628,700.628,9.0988,0.21,1,1,1,730.159,0,1,95.9555,63.2155,0,1012.27,0.700628,1,0,1006.58,875,134,941,nan,1.8
"Aug 7, 12:00 pm",0.705668,34.9,705.668,705.668,5.46882,0.21,1,1,1,735.384,0,1,95.9591,64.3745,0,1025.31,0.705668,1,0,1019.63,882,133,952,nan,1.9
"Aug 7, 01:00 pm",0.670014,35.8,670.014,670.014,19.7327,0.21,1,1,1,698.421,0,1,95.9328,62.9853,0,964.61,0.670014,1,0,959.193,875,127,900,nan,2
"Aug 7, 02:00 pm",0.593892,36.2,593.892,593.892,34.0457,0.21,1,1,1,619.502,0,1,95.866,58.8432,0,834.844,0.593892,1,0,829.83,846,121,789,nan,2.2
"Aug 7, 03:00 pm",0.478404,36.2,478.404,478.404,48.3119,0.21,1,1,1,499.772,0,1,95.7245,53.6201,0,653.354,0.478404,1,0,648.89,795,112,631,nan,2.3
"Aug 7, 04:00 pm",0.321682,35.1,321.682,321.682,62.49,0.21,1,1,1,337.292,0,1,95.3719,46.1527,0,430.568,0.321682,1,0,421.709,710,96,440,nan,2.5
"Aug 7, 05:00 pm",0.13307,32.6,133.07,133.07,76.523,0.21,1,1,1,141.751,0,1,93.8756,38.1263,0,202.459,0.13307,1,0,174.607,553,74,236,nan,2
"Aug 7, 06:00 pm",0.0134526,29.3,13.4526,13.4526,90.2804,0.21,1,1,1,17.7399,0,1,75.8326,30.0586,0,26.5829,0.0134526,1,0,0,242,34,57,nan,1.8
"Aug 7, 07:00 pm",0,27.2,0,0,0,0.21,1,1,1,0,0,1,0,27.2,0,0,0,0,0,0,0,0,0,nan,2.4
"Aug 7, 08:00 pm",0,25.6,0,0,0,0.21,1,1,1,0,0,1,0,25.6,0,0,0,0,0,0,0,0,0,nan,2.5
"Aug 7, 09:00 pm",0,24.1,0,0,0,0.21,1,1,1,0,0,1,0,24.1,0,0,0,0,0,0,0,0,0,nan,2.4
"Aug 7, 10:00 pm",0,23,0,0,0,0.21,1,1,1,0,0,1,0,23,0,0,0,0,0,0,0,0,0,nan,2.2
"Aug 7, 11:00 pm",0,22.1,0,0,0,0.21,1,1,1,0,0,1,0,22.1,0,0,0,0,0,0,0,0,0,nan,2.2
"Aug 8, 12:00 am",0,21.4,0,0,0,0.21,1,1,1,0,0,1,0,21.4,0,0,0,0,0,0,0,0,0,nan,2.1
"Aug 8, 01:00 am",0,20.7,0,0,0,0.21,1,1,1,0,0,1,0,20.7,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 8, 02:00 am",0,20,0,0,0,0.21,1,1,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,nan,1.7
"Aug 8, 03:00 am",0,19.5,0,0,0,0.21,1,1,1,0,0,1,0,19.5,0,0,0,0,0,0,0,0,0,nan,1.5
"Aug 8, 04:00 am",0,19.3,0,0,0,0.21,1,1,1,0,0,1,0,19.3,0,0,0,0,0,0,0,0,0,nan,1.5
"Aug 8, 05:00 am",0.00241519,20.5,2.41519,2.41519,93.6949,0.21,1,1,1,6.29699,0,1,38.3547,20.8408,0,13.4341,0.00241519,1,0,0,103,17,22,nan,1.7
"Aug 8, 06:00 am",0.0921715,23.3,92.1715,92.1715,80.0942,0.21,1,1,1,99.3505,0,1,92.774,27.36,0,145.313,0.0921715,1,0,119.021,457,69,179,nan,1.8
"Aug 8, 07:00 am",0.274702,26.9,274.702,274.702,66.1104,0.21,1,1,1,288.586,0,1,95.1888,37.7727,0,362.816,0.274702,1,0,348.755,642,98,378,nan,1.7
"Aug 8, 08:00 am",0.440855,30.3,440.855,440.855,51.9597,0.21,1,1,1,460.843,0,1,95.6627,48.4205,0,588.51,0.440855,1,0,584.036,745,118,573,nan,1.6
"Aug 8, 09:00 am",0.565182,33.2,565.182,565.182,37.7084,0.21,1,1,1,589.738,0,1,95.8362,57.4186,0,788.374,0.565182,1,0,783.34,822,122,744,nan,1.6
"Aug 8, 10:00 am",0.648372,35.6,648.372,648.372,23.4021,0.21,1,1,1,675.983,0,1,95.9154,63.6606,0,934.898,0.648372,1,0,929.747,874,119,873,nan,1.7
"Aug 8, 11:00 am",0.695539,37.3,695.539,695.539,9.11409,0.21,1,1,1,724.883,0,1,95.9519,65.95,0,1017.03,0.695539,1,0,1011.64,892,122,943,nan,2
"Aug 8, 12:00 pm",0.702684,38.5,702.684,702.684,5.57326,0.21,1,1,1,732.29,0,1,95.957,65.7753,0,1027.09,0.702684,1,0,1021.7,895,122,952,nan,2.3
"Aug 8, 01:00 pm",0.669856,39.3,669.856,669.856,19.7997,0.21,1,1,1,698.257,0,1,95.9326,63.5983,0,966.79,0.669856,1,0,961.526,884,121,900,nan,2.6
